"1","1","Porte Maillot","2.282583847361549","48.87816265269652","Paris 17ème","75117"
"2","1","Argentine","2.2894354185422134","48.87566737565167","Paris 17ème","75117"
"3","1","Charles de Gaulle - Etoile","2.295811775235762","48.874994575223035","Paris 17ème","75117"
"4","1","George V","2.3007597849789168","48.87203776364103","Paris 8ème","75108"
"5","1","Franklin D. Roosevelt","2.309488192337112","48.868724887050476","Paris 8ème","75108"
"6","1","Champs-Elysées - Clemenceau","2.31446450132278","48.86765629124574","Paris 8ème","75108"
"7","1","Concorde","2.3229614457982586","48.866557992001624","Paris 8ème","75108"
"8","1","Tuileries","2.3296780947116407","48.86447783836653","Paris 1er","75101"
"9","1","Palais Royal - Musée du Louvre","2.3364543677542504","48.86222226462601","Paris 1er","75101"
"10","1","Louvre - Rivoli","2.3409696232852686","48.860871211759445","Paris 1er","75101"
"11","1","Châtelet","2.3481609912345767","48.856953459837165","Paris 4ème","75104"
"12","1","Hôtel de Ville","2.3520676701390992","48.857352404237716","Paris 4ème","75104"
"13","1","Saint-Paul (Le Marais)","2.3608852562751954","48.855187420656264","Paris 4ème","75104"
"14","1","Bastille","2.3687189610340877","48.85205429254951","Paris 12ème","75112"
"15","1","Gare de Lyon","2.373156593789204","48.845683205787566","Paris 12ème","75112"
"16","1","Reuilly - Diderot","2.3872010704093913","48.84721292574974","Paris 12ème","75112"
"17","1","Nation","2.395843988723737","48.84808428902576","Paris 12ème","75112"
"18","1","Porte de Vincennes","2.4108049967014993","48.847007730140405","Paris 12ème","75112"
"19","1","Château de Vincennes","2.4405400954061127","48.844317513365304","Paris 12ème","75112"
"20","2","Porte Dauphine","2.2776327175452704","48.871396794300246","Paris 16ème","75116"
"21","2","Victor Hugo","2.285828765912979","48.86992608146256","Paris 16ème","75116"
"22","2","Charles de Gaulle - Etoile","2.295811775235762","48.874994575223035","Paris 17ème","75117"
"23","2","Ternes","2.298113288617243","48.878227729914364","Paris 17ème","75117"
"24","2","Courcelles","2.303294362425212","48.8792652531651","Paris 17ème","75117"
"25","2","Monceau","2.3094129673747017","48.88056876917883","Paris 17ème","75117"
"26","2","Villiers","2.3158150926463765","48.88107318212763","Paris 8ème","75108"
"27","2","Rome","2.3213591738229717","48.88234581784814","Paris 17ème","75117"
"28","2","Place de Clichy","2.327958328010219","48.88366908732468","Paris 18ème","75118"
"29","2","Blanche","2.332484375434362","48.88376635352917","Paris 9ème","75109"
"30","2","Pigalle","2.3372111647011273","48.882020931119335","Paris 9ème","75109"
"31","2","Anvers","2.3441548403302903","48.88286856789594","Paris 9ème","75109"
"32","2","Barbès - Rochechouart","2.3506070793550973","48.883776088608904","Paris 10ème","75110"
"33","2","La Chapelle","2.360404169274098","48.88438640990481","Paris 10ème","75110"
"34","2","Stalingrad","2.3657743705581686","48.88432054792188","Paris 19ème","75119"
"35","2","Jaurès","2.3714389599856065","48.883023912481356","Paris 19ème","75119"
"36","2","Colonel Fabien","2.3704675747938633","48.87764980757344","Paris 10ème","75110"
"37","2","Belleville","2.3767355865572877","48.872286601164795","Paris 19ème","75119"
"38","2","Couronnes","2.3802889829271927","48.869193344184296","Paris 11ème","75111"
"39","2","Ménilmontant","2.3834303882303036","48.86639013919733","Paris 11ème","75111"
"40","2","Père Lachaise","2.3875798912544446","48.86244984398934","Paris 11ème","75111"
"41","2","Philippe Auguste","2.3904975967452877","48.85808942718759","Paris 11ème","75111"
"42","2","Alexandre Dumas","2.3947127337554774","48.85624467748922","Paris 20ème","75120"
"43","2","Avron","2.398187556659396","48.85164854264895","Paris 20ème","75120"
"44","2","Nation","2.395843988723737","48.84808428902576","Paris 12ème","75112"
"45","3","Porte de Champerret","2.2921124821588443","48.885652392185875","Paris 17ème","75117"
"46","3","Pereire","2.2976831860125824","48.88484432179189","Paris 17ème","75117"
"47","3","Wagram","2.304673087584433","48.88384638977923","Paris 17ème","75117"
"48","3","Malesherbes","2.30948784696001","48.882840021629804","Paris 17ème","75117"
"49","3","Villiers","2.3158150926463765","48.88107318212763","Paris 8ème","75108"
"50","3","Europe","2.3221859195205097","48.878753163096754","Paris 8ème","75108"
"51","3","Saint-Lazare","2.3254883906726116","48.87538131505992","Paris 8ème","75108"
"52","3","Havre-Caumartin","2.327651103418781","48.87366675099707","Paris 9ème","75109"
"53","3","Opéra","2.3310472867112395","48.871437428049184","Paris 9ème","75109"
"54","3","Quatre Septembre","2.3363187355954866","48.86965909643616","Paris 2ème","75102"
"55","3","Bourse","2.3406653707110454","48.868756796707615","Paris 2ème","75102"
"56","3","Sentier","2.347553815937787","48.867346603345666","Paris 2ème","75102"
"57","3","Réaumur - Sébastopol","2.3520507871028347","48.86638175580347","Paris 2ème","75102"
"58","3","Arts et Métiers","2.3565081436435453","48.865299611696805","Paris 3ème","75103"
